open_time,open,high,low,close,volume
1778878800000,4544.8,4545.63,4542.08,4543.99,1539.637
1778882400000,4543.99,4550.31,4543.44,4543.45,1833.669
1778886000000,4543.45,4547.31,4541.82,4542.56,1454.299
1778889600000,4542.57,4545.3,4541.33,4544.48,820.781
1778893200000,4544.48,4545.2,4542.03,4542.95,824.566
1778896800000,4542.95,4544.98,4542.94,4544.93,578.244
1778900400000,4544.92,4545.39,4544.43,4545.24,531.06
1778904000000,4545.24,4545.24,4543.56,4545.22,734.06
1778907600000,4545.23,4550.0,4545.22,4547.59,1030.055
1778911200000,4547.6,4547.78,4544.01,4544.01,922.324
1778914800000,4544.01,4544.02,4528.8,4538.11,3640.369
1778918400000,4538.11,4539.66,4536.0,4536.61,1095.716
1778922000000,4536.6,4537.4,4532.83,4535.36,1597.988
1778925600000,4535.35,4535.72,4525.05,4532.12,5160.263
1778929200000,4532.12,4533.78,4527.21,4532.08,2763.002
1778932800000,4532.08,4534.54,4530.69,4534.08,599.1
1778936400000,4534.09,4536.5,4531.68,4532.95,1416.138
1778940000000,4532.95,4536.44,4531.98,4536.43,748.739
1778943600000,4536.43,4540.0,4535.5,4539.04,1511.274
1778947200000,4539.03,4539.5,4535.91,4536.82,623.667
1778950800000,4536.83,4538.99,4536.17,4537.25,488.736
1778954400000,4537.24,4540.0,4537.24,4539.82,456.342
1778958000000,4539.82,4539.83,4539.07,4539.2,186.146
1778961600000,4539.19,4539.51,4536.98,4537.39,247.455
1778965200000,4537.38,4537.39,4532.58,4533.04,595.285
1778968800000,4533.04,4537.01,4533.03,4537.0,746.986
1778972400000,4537.0,4538.33,4537.0,4537.42,248.029
1778976000000,4537.41,4539.3,4536.57,4536.67,476.159
1778979600000,4536.67,4536.68,4532.29,4532.29,1107.099
1778983200000,4532.29,4533.19,4531.82,4533.19,394.256
1778986800000,4533.18,4535.5,4533.18,4535.49,491.119
1778990400000,4535.5,4536.88,4535.49,4536.88,206.799
1778994000000,4536.87,4536.88,4531.2,4531.81,1096.893
1778997600000,4531.81,4533.7,4531.1,4533.38,655.167
1779001200000,4533.38,4535.1,4533.38,4534.17,426.462
1779004800000,4534.17,4535.0,4534.16,4534.9,276.091
1779008400000,4534.89,4534.9,4534.01,4534.9,385.269
1779012000000,4534.9,4539.21,4534.89,4539.21,1349.14
1779015600000,4539.21,4540.71,4537.69,4540.7,1160.252
1779019200000,4540.71,4540.99,4539.26,4540.95,592.066
1779022800000,4540.95,4542.71,4538.15,4542.11,955.308
1779026400000,4542.11,4542.54,4537.24,4539.61,1124.133
1779030000000,4539.61,4543.66,4539.07,4541.5,1307.673
1779033600000,4541.5,4542.67,4540.0,4540.73,853.206
1779037200000,4540.73,4540.74,4536.35,4538.0,592.64
1779040800000,4537.99,4538.57,4535.7,4538.24,630.275
1779044400000,4538.23,4539.31,4532.68,4534.06,1648.146
1779048000000,4534.06,4535.0,4530.02,4530.03,795.737
1779051600000,4530.26,4545.02,4530.12,4537.31,2472.478
1779055200000,4537.3,4557.83,4533.34,4549.42,17507.962
1779058800000,4549.42,4550.8,4534.61,4539.89,9102.602
1779062400000,4539.89,4545.11,4481.33,4516.82,40492.587
1779066000000,4516.75,4537.12,4492.14,4527.59,25091.609
1779069600000,4527.59,4543.92,4524.6,4535.38,10035.902
1779073200000,4535.38,4549.54,4528.3,4544.1,8520.57
1779076800000,4544.09,4551.7,4533.21,4543.28,8738.66
